LSOA11CD,total_population,imd_score,imd_decile,income_score,health_score,crime_score
E01002499,1834,12.74,7,0.08,-0.548,-0.532
E01002501,1703,21.242,5,0.134,-0.518,0.569
E01002502,1668,29.205,3,0.184,0.162,0.587
E01002503,1785,30.981,3,0.201,0.421,0.989
E01002504,2605,25.275,4,0.172,0.19,0.572
E01002505,1865,36.03,2,0.213,0.373,1.166
E01002506,2177,32.981,3,0.196,0.193,1.18
E01002507,1986,21.013,5,0.149,-0.65,0.884
E01002508,2067,34.585,2,0.223,0.09,1.294
E01002509,1386,8.183,9,0.047,-0.937,-0.008
E01002511,1558,23.569,4,0.142,0.001,0.639
E01002512,1981,6.058,9,0.049,-1.176,0.052
E01002513,1345,12.172,7,0.073,-0.443,0.08
E01002514,2037,12.343,7,0.088,-0.979,0.228
E01002515,1977,21.833,4,0.134,-0.127,0.41
E01002516,1533,7.515,9,0.042,-0.781,0.046
E01002518,1396,10.195,8,0.058,-0.616,0.508
E01002519,1469,29.904,3,0.163,0.361,0.631
E01002520,1704,19.737,5,0.164,-0.383,-0.79
E01002521,2007,29.236,3,0.205,0.858,0.34
E01002523,1740,17.141,6,0.085,-0.242,0.442
E01002525,1673,19.294,5,0.095,-0.199,1.406
E01002526,2282,28.751,3,0.153,0.026,0.717
E01002527,1590,27.692,3,0.197,0.292,0.728
E01002528,1800,35.075,2,0.188,0.012,1.301
E01002529,2342,20.428,5,0.14,-0.201,0.891
E01002530,1742,35.344,2,0.214,0.636,0.729
E01002531,1664,17.549,6,0.114,-0.064,0.609
E01002532,3529,28.501,3,0.168,-0.037,0.22
E01002533,1419,17.077,6,0.118,-0.286,-0.112
E01002534,1408,9.663,8,0.08,-0.579,0.053
E01002535,1959,8.346,9,0.062,-0.849,0.001
E01002536,1469,9.06,8,0.064,-0.278,-0.752
E01002537,1909,7.147,9,0.052,-0.631,-0.199
E01002538,1584,12.169,7,0.092,-0.286,-0.341
E01002539,1643,7.115,9,0.058,-0.9,-0.225
E01002540,1780,27.799,3,0.177,0.14,0.876
E01002541,2067,14.753,6,0.089,-0.753,0.564
E01002542,2142,29.802,3,0.21,-0.036,1.057
E01002543,1929,30.671,3,0.2,-0.269,1.111
E01002544,1901,14.322,6,0.082,-0.438,-0.066
E01002545,1580,42.956,2,0.286,0.154,0.714
E01002546,1721,19.602,5,0.101,-0.551,-0.17
E01002547,1754,25.05,4,0.186,-0.495,0.115
E01002548,1704,32.004,3,0.219,0.409,0.253
E01002549,1842,21.154,5,0.121,-0.252,0.355
E01002550,1844,29.539,3,0.144,0.24,0.239
E01002551,1955,21.816,4,0.152,-0.061,0.119
E01002552,1661,29.289,3,0.153,-0.17,1.776
E01002553,1679,36.121,2,0.2,0.839,0.796
E01002554,3189,27.843,3,0.168,-0.189,1.558
E01002555,2060,14.607,6,0.082,-0.671,0.47
E01002556,1714,16.965,6,0.114,-0.235,-0.217
E01002557,1820,25.437,4,0.144,-0.264,0.369
E01002558,2237,23.82,4,0.149,-0.085,0.038
E01002559,2469,25.75,4,0.143,-0.12,-0.69
E01002560,1717,28.577,3,0.158,0.278,1.064
E01002561,1411,34.677,2,0.246,0.085,0.001
E01002562,1381,32.826,3,0.191,0.27,1.124
E01002563,1559,15.794,6,0.081,-0.65,0.201
E01002564,1836,34.25,2,0.24,0.103,1.126
E01002565,2951,18.186,5,0.084,-0.43,-0.288
E01002566,2416,34.247,2,0.223,-0.102,0.585
E01002567,1645,21.331,5,0.118,-0.562,1.383
E01002568,3297,31.74,3,0.211,0.732,0.722
E01002569,1866,9.196,8,0.052,-0.668,-0.307
E01002570,1685,13.41,7,0.07,-0.416,0.123
E01002571,1360,5.356,10,0.03,-1.181,-0.515
E01002572,1575,30.321,3,0.215,0.552,0.268
E01002573,1593,12.117,7,0.051,-1.195,0.356
E01002574,1604,10.811,8,0.058,-0.987,0.383
E01002575,1679,7.341,9,0.045,-0.965,-0.243
E01002576,1709,21.712,4,0.143,-0.092,0.551
E01002577,1599,12.295,7,0.071,-0.916,0.443
E01002578,1508,10.479,8,0.073,-1.103,0.458
E01002579,1740,9.854,8,0.053,-0.891,0.411
E01002580,1385,24.639,4,0.132,0.501,0.635
E01002581,1868,11.422,7,0.069,-0.705,0.575
E01002582,1694,12.129,7,0.083,-0.34,0.288
E01002583,1756,23.659,4,0.121,-0.306,0.833
E01002584,1881,18.791,5,0.088,-0.175,0.174
E01002585,1825,28.48,3,0.162,-0.3,0.215
E01002586,1784,16.639,6,0.082,-0.555,0.046
E01002587,2089,24.141,4,0.144,-0.12,0.449
E01002588,1839,37.79,2,0.274,0.142,-0.075
E01002589,2301,23.215,4,0.173,-0.039,-0.311
E01002590,1983,18.708,5,0.088,-0.155,0.36
E01002591,1772,21.737,4,0.128,0.086,-0.276
E01002592,2103,24.445,4,0.156,-0.273,-0.532
E01002593,2103,23.759,4,0.114,0.589,0.73
E01002594,2035,21.842,4,0.152,0.027,0.234
E01002595,2062,27.052,3,0.177,-0.039,0.337
E01002596,1886,24.229,4,0.149,0.27,-0.019
E01002598,2033,25.724,4,0.134,-0.302,0.837
E01002599,1588,26.574,4,0.165,-0.343,0.634
E01002600,1527,27.138,3,0.169,-0.167,0.455
E01002601,1693,16.844,6,0.106,-0.255,0.198
E01002602,1415,15.557,6,0.081,-0.44,-0.418
E01002603,1910,26.622,3,0.164,0.397,0.311
E01002604,1695,35.261,2,0.253,-0.019,0.569
E01002605,1989,31.415,3,0.193,0.075,0.683
E01002606,1653,38.199,2,0.256,0.676,0.11
E01002607,2044,21.091,5,0.153,-0.367,0.186
E01002608,1796,30.406,3,0.175,0.058,1.106
E01002609,1794,15.969,6,0.09,-0.362,0.392
E01002610,1671,26.724,3,0.178,0.065,0.622
E01002611,1808,21.015,5,0.097,-0.123,0.713
E01002612,1860,26.874,3,0.18,-0.113,1.02
E01002613,1816,18.663,5,0.12,-0.077,-0.152
E01002614,1973,14.622,6,0.086,-0.652,-0.505
E01002615,1575,35.997,2,0.224,0.342,0.415
E01002616,1490,17.155,6,0.102,-0.025,-0.053
E01002617,1591,13.082,7,0.062,-0.727,-0.302
E01002618,1726,16.027,6,0.101,-0.617,0.325
E01002619,1969,18.826,5,0.127,-0.522,0.502
E01002620,1934,25.894,4,0.169,-0.284,0.747
E01002621,1840,20.065,5,0.124,-0.227,0.124
E01002622,1831,22.887,4,0.123,-0.09,0.955
E01002623,1716,28.246,3,0.167,0.447,0.525
E01002624,1725,21.671,4,0.095,-0.345,0.538
E01002625,1680,16.44,6,0.102,-0.748,0.039
E01002626,1634,18.608,5,0.098,-0.331,0.948
E01002627,1792,28.971,3,0.213,0.305,-0.496
E01002628,2055,17.193,6,0.12,-0.495,0.447
E01002629,2204,23.111,4,0.149,-0.036,0.435
E01002630,1877,17.06,6,0.089,-0.959,0.464
E01002631,1553,23.712,4,0.178,-0.293,0.322
E01002632,1778,19.386,5,0.103,-0.532,0.967
E01002633,1759,38.259,2,0.26,0.511,0.058
E01002634,1706,32.83,3,0.22,-0.111,0.587
E01002635,1732,20.411,5,0.116,-0.689,1.068
E01002636,2065,16.552,6,0.105,-0.561,0.139
E01002637,1682,31.385,3,0.195,-0.16,0.479
E01002638,2000,30.834,3,0.22,-0.178,1.048
E01002639,1844,14.789,6,0.072,-0.406,0.536
E01002640,1930,18.568,5,0.07,-0.362,1.362
E01002641,2117,26.128,4,0.136,-0.322,1.409
E01002642,2620,21.183,5,0.105,-0.637,0.661
E01002643,2417,22.949,4,0.139,0.055,0.372
E01002645,2300,25.375,4,0.135,-0.141,1.197
E01002646,2232,29.885,3,0.211,0.255,0.193
E01002647,2242,23.875,4,0.135,0.11,0.434
E01002648,2935,20.096,5,0.103,-0.166,0.868
E01002649,2114,26.623,3,0.155,0.168,0.676
E01002650,2394,23.751,4,0.151,-0.49,0.321
E01002651,1864,19.225,5,0.137,-0.166,0.426
E01002652,1781,18.402,5,0.125,-0.609,0.568
E01002653,1872,14.702,6,0.083,-0.396,-0.2
E01002654,1836,14.654,6,0.072,-0.639,0.133
E01002655,1890,12.671,7,0.06,-0.702,0.244
E01002656,1295,14.958,6,0.075,-0.178,-0.426
E01002657,1861,8.719,8,0.053,-0.768,-0.046
E01002658,1315,9.969,8,0.043,-0.392,0.25
E01002659,1472,14.745,6,0.086,-0.576,-0.419
E01002660,1838,18.802,5,0.128,-0.612,0.465
E01002661,1966,16.528,6,0.095,-0.544,0.332
E01002662,2396,17.234,6,0.059,-0.533,0.65
E01002663,2171,21.955,4,0.146,0.108,0.326
E01002664,2763,28.32,3,0.174,-0.166,0.976
E01002665,1665,23.173,4,0.164,0.118,0.089
E01002666,1516,17.794,5,0.118,-0.303,-0.043
E01002667,1660,20.952,5,0.145,-0.054,0.593
E01002668,2000,15.455,6,0.091,-0.302,0.195
E01002669,1734,38.698,2,0.245,0.482,0.134
E01002670,1983,15.821,6,0.083,-0.572,0.363
E01002671,1676,17.739,5,0.097,-0.359,0.287
E01002672,1637,26.691,3,0.192,0.148,0.269
E01002673,1622,49.21,1,0.331,0.94,0.526
E01002674,1889,14.573,6,0.086,-0.981,0.129
E01002675,2551,13.828,7,0.086,-0.8,0.363
E01002676,1720,15.65,6,0.06,-0.998,0.942
E01002677,1656,19.551,5,0.11,-0.197,0.711
E01002678,1901,11.412,7,0.058,-1.259,-0.417
E01002679,1787,13.359,7,0.064,-0.57,-0.394
E01002680,1937,16.185,6,0.075,-0.552,0.724
E01002681,2058,26.437,4,0.158,-0.138,1.065
E01002682,2492,18.175,5,0.098,-0.294,0.621
E01002683,2678,12.087,7,0.065,-0.709,0.088
E01002684,2421,24.157,4,0.158,-0.012,0.309
E01002686,1672,37.807,2,0.21,0.581,0.925
E01002687,1744,11.415,7,0.075,-0.974,0.459
E01002689,1628,19.261,5,0.133,-0.304,0.014
E01002690,1438,10.253,8,0.055,-0.896,-0.117
E01002691,1664,10.73,8,0.063,-1.064,-0.88
E01002692,1913,16.106,6,0.102,-0.993,0.02
E01002693,1800,15.502,6,0.105,-0.306,0.624
E01002694,1650,42.957,2,0.325,1.028,0.611
E01002695,1726,22.394,4,0.122,0.542,0.614
E01002696,1995,20.191,5,0.105,0.005,0.603
E01002697,2174,31.847,3,0.216,0.832,0.654
E01002698,2474,17.454,6,0.118,-0.086,-0.423
E01002699,1629,19.741,5,0.138,0.097,-0.259
E01002700,1605,13.447,7,0.07,-0.801,0.522
E01002701,1805,27.789,3,0.186,0.396,0.081
E01002702,2182,29.535,3,0.21,0.321,0.581
E01002703,2521,27.328,3,0.221,-0.27,0.409
E01002704,2446,22.281,4,0.161,0.084,-0.618
E01002706,2222,24.912,4,0.177,-0.075,0.441
E01002707,2139,25.684,4,0.152,0.152,0.34
E01002708,2251,29.96,3,0.183,0.392,0.655
E01002709,1720,35.167,2,0.268,0.709,0.561
E01002710,1745,30.958,3,0.208,0.644,0.282
E01002711,2356,21.801,4,0.129,0.205,-0.179
E01002712,1572,27.046,3,0.155,0.597,0.575
E01002713,1709,44.476,1,0.295,1.057,1.024
E01002714,1805,14.035,7,0.078,-0.536,0.261
E01002715,1674,38.505,2,0.263,0.932,0.543
E01002716,2472,34.594,2,0.258,0.879,0.508
E01002717,1305,22.402,4,0.156,-0.073,0.841
E01002718,1835,19.385,5,0.096,-0.226,0.817
E01002719,1662,16.71,6,0.1,-0.504,0.735
E01002720,2445,40.041,2,0.312,0.723,0.451
E01002721,1922,28.168,3,0.164,0.351,0.83
E01002722,1458,36.798,2,0.242,0.628,0.876
E01002723,1737,28.536,3,0.197,0.5,0.365
E01002724,2323,14.573,6,0.066,-0.202,-0.453
E01002725,1599,29.084,3,0.211,0.436,0.43
E01002726,1887,24.493,4,0.172,0.324,0.187
E01002727,1698,26.051,4,0.155,0.103,0.489
E01002728,1527,27.235,3,0.15,0.671,1.112
E01002729,1731,31.027,3,0.186,-0.079,0.703
E01002730,1970,30.4,3,0.168,0.528,1.557
E01002731,3033,24.496,4,0.125,-0.13,1.166
E01002732,1908,47.055,1,0.291,0.959,1.373
E01002733,1566,18.532,5,0.123,-0.209,0.983
E01002734,2388,40.543,2,0.264,0.485,1.583
E01002735,1850,33.51,2,0.235,0.324,1.058
E01002736,1618,45.005,1,0.336,0.561,0.885
E01002737,1977,35.801,2,0.268,0.611,0.436
E01002738,1904,24.682,4,0.164,-0.233,0.761
E01002739,1841,17.378,6,0.114,-0.441,0.457
E01002740,2286,16.104,6,0.076,-0.759,0.97
E01002741,1725,34.846,2,0.264,0.404,0.581
E01002742,1695,15.801,6,0.093,-0.187,0.713
E01002743,1870,19.06,5,0.129,0.033,0.358
E01002744,1629,17.889,5,0.113,0.185,0.19
E01002745,1648,15.807,6,0.111,-0.505,0.454
E01002747,1773,13.325,7,0.091,-0.053,-0.877
E01002748,1592,39.897,2,0.246,0.637,1.646
E01002749,1623,22.829,4,0.164,-0.066,0.515
E01002751,1978,38.0,2,0.263,0.396,0.633
E01002752,1781,22.426,4,0.175,-0.096,0.424
E01002753,1432,29.443,3,0.195,0.372,0.576
E01002754,1614,16.43,6,0.107,0.016,0.744
E01002755,1418,39.869,2,0.272,0.739,0.891
E01002756,1412,27.776,3,0.181,0.182,0.976
E01002757,1514,24.102,4,0.193,0.004,0.267
E01002758,1763,44.134,1,0.315,1.061,0.652
E01002759,1611,20.645,5,0.163,0.479,0.17
E01002760,1668,38.826,2,0.307,0.565,0.452
E01002762,2176,20.717,5,0.109,0.141,0.608
E01002763,1559,33.113,3,0.167,1.082,1.245
E01002764,1869,30.946,3,0.213,0.107,0.928
E01002765,3479,28.236,3,0.197,0.588,0.204
E01002766,2420,31.553,3,0.213,0.546,0.415
E01002767,2082,36.783,2,0.231,0.622,0.897
E01002768,1746,29.312,3,0.19,0.692,0.539
E01002769,2251,20.118,5,0.111,0.072,0.72
E01002770,1620,29.977,3,0.159,0.835,1.034
E01002771,1511,27.333,3,0.199,0.13,0.925
E01002772,1883,28.721,3,0.175,0.431,1.027
E01002773,1417,50.095,1,0.324,0.712,2.05
E01002774,2201,30.891,3,0.176,0.597,1.318
E01002775,1529,22.198,4,0.123,0.361,0.644
E01002776,2028,32.142,3,0.204,0.895,0.547
E01002777,1703,27.576,3,0.175,0.677,0.589
E01002778,1911,39.066,2,0.251,0.741,1.253
E01002779,2017,18.595,5,0.123,-0.408,0.884
E01002780,1778,26.351,4,0.177,0.377,0.556
E01002781,1512,28.936,3,0.232,0.414,0.416
E01002782,1665,37.168,2,0.274,0.744,0.888
E01002783,1703,46.454,1,0.286,1.411,1.044
E01002784,1849,34.3,2,0.243,0.72,0.611
E01002785,2023,18.889,5,0.096,-0.65,0.695
E01002786,1972,36.106,2,0.242,0.911,1.038
E01002787,1235,32.105,3,0.185,0.998,0.701
E01002788,2008,16.985,6,0.099,-0.421,0.427
E01002789,1978,13.703,7,0.077,-0.733,0.669
E01002790,1504,42.268,2,0.274,0.767,0.927
E01002791,1980,13.879,7,0.075,-0.469,0.439
E01002792,2100,16.098,6,0.097,0.059,0.267
E01002793,2000,36.247,2,0.24,0.748,1.266
E01002794,1960,22.216,4,0.118,0.0,0.824
E01002795,2183,25.019,4,0.158,0.05,0.853
E01002796,1177,23.575,4,0.159,0.331,0.499
E01002797,2084,32.118,3,0.207,0.59,1.015
E01002798,1972,21.479,5,0.145,0.235,0.628
E01002799,2043,32.282,3,0.241,0.606,0.291
E01002800,1369,38.934,2,0.231,0.384,0.8
E01002801,1715,16.852,6,0.095,-0.637,0.653
E01002802,1379,25.903,4,0.142,0.472,0.856
E01002803,2426,23.761,4,0.152,-0.068,0.708
E01002804,1840,37.376,2,0.255,0.629,0.538
E01002805,1719,22.828,4,0.136,0.173,1.092
E01002806,1632,26.952,3,0.177,0.46,1.089
E01002807,1873,31.573,3,0.233,0.582,0.478
E01002808,2031,24.642,4,0.176,0.182,0.579
E01002809,1666,31.444,3,0.216,0.41,0.713
E01002810,1717,33.321,2,0.221,0.724,0.803
E01002811,1568,38.606,2,0.261,0.876,1.086
E01002812,1907,11.548,7,0.023,-2.132,-0.49
E01002813,1698,10.093,8,0.038,-2.178,0.268
E01002814,1970,25.028,4,0.158,-0.882,0.289
E01002815,1356,18.289,5,0.086,-1.112,0.118
E01002816,1376,11.528,7,0.022,-2.329,0.042
E01002817,1526,10.4,8,0.033,-2.356,0.362
E01002818,1902,12.656,7,0.015,-3.123,0.264
E01002819,1547,11.072,8,0.015,-2.563,-0.287
E01002820,1335,9.557,8,0.027,-2.271,-0.467
E01002821,1585,10.933,8,0.024,-2.35,0.304
E01002822,1285,12.856,7,0.013,-3.105,0.257
E01002823,1506,28.418,3,0.195,-0.219,0.178
E01002824,1356,10.045,8,0.023,-2.301,-0.078
E01002825,1972,9.697,8,0.044,-2.123,-0.572
E01002826,1512,10.756,8,0.035,-2.214,-0.139
E01002827,1689,12.075,7,0.024,-2.29,0.202
E01002828,1366,16.243,6,0.074,-1.301,0.232
E01002829,1367,34.531,2,0.213,0.005,0.8
E01002830,1693,35.373,2,0.215,-0.345,1.24
E01002831,1814,36.708,2,0.215,-0.014,1.28
E01002832,1597,31.366,3,0.218,-0.344,0.755
E01002833,1423,19.197,5,0.083,-0.866,1.05
E01002834,1469,15.607,6,0.056,-1.441,0.017
E01002835,1519,10.461,8,0.024,-2.367,0.215
E01002836,1437,11.093,8,0.043,-1.53,0.081
E01002837,1467,13.106,7,0.012,-2.651,-0.318
E01002838,1914,11.108,8,0.011,-2.255,0.23
E01002839,1516,25.779,4,0.111,-0.73,0.277
E01002840,1309,37.672,2,0.273,-0.228,0.862
E01002841,1385,26.462,4,0.15,0.055,0.922
E01002842,1030,47.396,1,0.363,0.272,0.579
E01002843,1434,42.608,2,0.287,0.61,0.608
E01002844,1364,17.02,6,0.084,-1.089,0.372
E01002845,1509,21.021,5,0.126,-0.716,0.139
E01002846,1367,30.857,3,0.162,0.142,0.485
E01002847,1640,22.142,4,0.08,-0.77,0.921
E01002848,1585,29.533,3,0.158,-0.154,0.006
E01002849,1519,17.215,6,0.068,-1.209,0.899
E01002850,1541,23.704,4,0.111,-0.676,0.425
E01002851,1546,39.773,2,0.26,0.365,0.77
E01002852,1939,41.748,2,0.297,0.458,0.808
E01002853,940,57.097,1,0.379,0.437,1.657
E01002854,1104,45.147,1,0.325,0.035,1.176
E01002855,1620,45.479,1,0.317,0.361,0.978
E01002856,1678,37.842,2,0.209,-0.249,1.239
E01002857,1335,59.009,1,0.389,0.506,1.272
E01002858,1447,23.406,4,0.129,-0.545,-0.639
E01002859,1670,10.18,8,0.024,-3.215,-0.299
E01002860,1508,11.416,7,0.013,-3.188,0.102
E01002861,1341,15.041,6,0.068,-1.08,0.377
E01002862,1467,26.044,4,0.159,-0.346,-0.146
E01002863,1473,9.933,8,0.012,-3.134,0.082
E01002864,1448,9.506,8,0.034,-2.789,0.607
E01002865,1448,7.26,9,0.021,-2.729,-0.012
E01002866,1727,20.684,5,0.107,-0.573,0.39
E01002867,1929,22.328,4,0.142,-1.034,0.008
E01002868,1561,9.26,8,0.012,-2.84,0.114
E01002869,1448,19.675,5,0.114,-1.056,0.24
E01002870,1461,41.357,2,0.317,0.492,-0.048
E01002871,1611,11.335,7,0.029,-2.652,0.167
E01002872,1426,38.9,2,0.289,0.114,0.406
E01002873,1290,19.842,5,0.093,-1.172,0.968
E01002874,1314,20.025,5,0.107,-0.725,0.617
E01002875,1324,14.928,6,0.059,-1.673,0.658
E01002876,1705,20.135,5,0.123,-0.706,0.454
E01002877,1675,41.177,2,0.313,0.357,0.536
E01002878,1569,33.862,2,0.199,-0.005,1.234
E01002879,1384,41.706,2,0.322,0.024,1.187
E01002880,1513,44.248,1,0.304,0.512,0.69
E01002881,1257,40.49,2,0.281,0.312,0.425
E01002882,1293,17.09,6,0.108,-1.442,0.331
E01002883,1715,11.744,7,0.033,-1.568,0.464
E01002884,1374,21.59,4,0.09,-1.159,1.012
E01002885,1394,19.621,5,0.084,-1.268,0.365
E01002886,1390,14.819,6,0.049,-2.125,0.828
E01002887,1364,12.569,7,0.022,-2.029,0.223
E01002888,2199,10.9,8,0.032,-2.637,-0.413
E01002889,1183,8.169,9,0.038,-1.771,-0.745
E01002890,1776,8.969,8,0.012,-2.614,0.31
E01002891,1416,9.515,8,0.023,-2.195,-0.35
E01002892,1776,8.544,9,0.024,-2.635,-0.95
E01002893,1803,21.771,4,0.126,-0.314,0.095
E01002894,1680,19.923,5,0.095,-0.911,0.378
E01002895,1358,11.214,8,0.02,-2.537,0.608
E01002896,1821,10.304,8,0.037,-2.396,0.264
E01002897,1432,15.663,6,0.093,-0.54,0.279
E01002898,1705,9.458,8,0.034,-2.231,0.037
E01002899,1573,21.45,5,0.135,-0.886,0.04
E01002900,1554,8.274,9,0.01,-2.973,0.326
E01002901,1345,16.507,6,0.072,-1.321,0.455
E01002902,1756,10.759,8,0.049,-2.098,-0.064
E01002903,1642,7.616,9,0.01,-2.972,0.096
E01002904,1336,45.079,1,0.333,0.619,-0.077
E01002905,1542,44.52,1,0.294,0.129,1.525
E01002906,1789,33.044,3,0.21,0.406,0.217
E01002907,1220,52.561,1,0.411,0.595,-0.212
E01002908,1371,26.916,3,0.157,0.03,0.722
E01002909,2097,29.726,3,0.193,-0.343,0.627
E01002910,1473,16.317,6,0.101,-1.432,0.359
E01002911,1716,12.544,7,0.025,-2.709,0.66
E01002912,1822,13.905,7,0.059,-0.964,0.036
E01002913,2121,18.046,5,0.107,-1.152,0.659
E01002914,1608,8.875,8,0.03,-2.091,-0.868
E01002915,1355,8.064,9,0.048,-1.567,-0.461
E01002916,1513,8.236,9,0.046,-1.216,0.365
E01002917,1473,4.073,10,0.035,-1.63,-0.547
E01002918,1768,12.197,7,0.068,-0.897,-0.629
E01002919,1880,15.611,6,0.119,-0.676,-0.105
E01002920,1650,5.052,10,0.039,-1.154,-0.564
E01002921,1692,15.232,6,0.096,-0.141,-0.142
E01002922,1583,9.061,8,0.063,-0.882,-0.301
E01002923,1719,30.061,3,0.221,0.65,-0.14
E01002924,1553,3.339,10,0.025,-1.405,-1.48
E01002925,1622,11.459,7,0.065,-0.587,-0.792
E01002926,1539,7.351,9,0.044,-0.947,-1.071
E01002927,1599,12.635,7,0.086,-0.658,-0.098
E01002928,1795,16.639,6,0.131,-0.719,-0.202
E01002929,1608,8.833,8,0.04,-1.588,0.378
E01002930,1832,11.051,8,0.087,-1.159,-0.162
E01002931,1993,11.45,7,0.072,-1.38,0.635
E01002932,1899,26.643,3,0.19,0.158,-0.237
E01002933,2048,15.439,6,0.121,-0.051,-0.615
E01002934,2092,3.665,10,0.031,-1.521,-0.981
E01002935,2053,8.24,9,0.061,-1.635,-0.083
E01002937,1829,5.062,10,0.031,-1.277,-0.59
E01002938,2032,4.776,10,0.039,-1.606,-0.869
E01002939,1656,12.767,7,0.094,-0.727,-0.158
E01002940,1643,18.071,5,0.114,-0.211,-0.268
E01002941,1588,9.426,8,0.061,-0.865,-0.237
E01002942,1420,10.777,8,0.068,-0.562,0.04
E01002943,1439,16.752,6,0.103,-0.517,-0.328
E01002944,1429,13.363,7,0.086,-0.657,-1.004
E01002945,1578,9.082,8,0.059,-0.956,-0.473
E01002946,1502,8.721,8,0.049,-1.167,-0.464
E01002947,1639,7.288,9,0.049,-1.011,-0.093
E01002948,2217,17.875,5,0.137,-0.491,0.175
E01002949,1853,9.745,8,0.081,-1.312,0.079
E01002950,1704,17.972,5,0.144,-0.568,-0.189
E01002951,1696,5.416,10,0.056,-1.914,-0.944
E01002952,1557,6.26,9,0.033,-1.579,-0.381
E01002953,1486,7.065,9,0.029,-1.148,-0.527
E01002954,1360,12.215,7,0.136,-0.191,-0.961
E01002955,1447,14.326,6,0.076,-1.018,-0.007
E01002956,2051,7.327,9,0.041,-1.52,-1.051
E01002957,1937,14.322,6,0.119,-0.994,-0.993
E01002958,1812,6.841,9,0.05,-1.423,-0.935
E01002959,1441,3.101,10,0.02,-1.827,-1.041
E01002960,1699,6.07,9,0.052,-1.546,-0.486
E01002961,1632,7.367,9,0.064,-0.998,-0.976
E01002962,1817,12.943,7,0.077,-1.057,-0.101
E01002963,1791,9.886,8,0.097,-1.149,-1.016
E01002964,2915,17.289,6,0.097,-0.346,0.835
E01002965,1937,12.957,7,0.094,-0.857,-0.61
E01002966,1950,9.456,8,0.066,-1.009,-0.577
E01002967,1946,5.324,10,0.036,-1.272,-0.774
E01002968,3086,14.52,6,0.058,-1.011,0.841
E01002969,1763,40.913,2,0.301,0.698,-0.092
E01002970,1551,21.15,5,0.124,-0.19,0.442
E01002971,1872,12.432,7,0.098,-0.66,-0.325
E01002972,2085,13.608,7,0.093,-0.493,-0.109
E01002973,1417,23.106,4,0.165,-0.073,0.273
E01002974,1884,13.924,7,0.113,-0.94,0.097
E01002975,1465,12.123,7,0.1,-1.51,-0.42
E01002976,1719,8.143,9,0.05,-1.107,-0.972
E01002977,1729,18.446,5,0.148,-0.711,-0.074
E01002978,1804,7.414,9,0.062,-1.527,-0.518
E01002979,1541,9.478,8,0.087,-1.286,-0.682
E01002980,1491,7.43,9,0.042,-1.48,-0.553
E01002981,1587,11.94,7,0.078,-1.109,-0.346
E01002982,1395,13.639,7,0.097,-0.645,-0.435
E01002983,1688,7.399,9,0.055,-1.6,-0.179
E01002984,1425,17.185,6,0.121,-0.364,-0.105
E01002985,1751,11.766,7,0.102,-0.847,-0.219
E01002986,1335,12.627,7,0.082,-0.722,-0.416
E01002987,1858,18.608,5,0.122,0.157,-0.303
E01002988,2960,6.657,9,0.027,-1.142,-0.64
E01002989,1971,8.627,8,0.033,-1.59,0.11
E01002990,1757,7.626,9,0.049,-0.975,-0.964
E01002991,1638,7.648,9,0.028,-1.106,-0.233
E01002992,2672,6.631,9,0.026,-1.179,-1.076
E01002993,1707,10.174,8,0.074,-0.731,-0.298
E01002994,1570,7.883,9,0.056,-0.789,-1.146
E01002995,1598,5.88,10,0.034,-1.036,-0.392
E01002996,1611,7.571,9,0.044,-1.09,-0.077
E01002997,1574,8.337,9,0.036,-1.281,-0.416
E01002998,1647,14.437,6,0.125,-0.429,-0.016
E01002999,1452,14.372,6,0.095,-0.451,0.263
E01003000,1587,19.425,5,0.138,-0.426,0.277
E01003001,1894,12.804,7,0.068,-0.869,0.846
E01003002,1904,17.542,6,0.13,-0.699,-0.131
E01003003,1731,15.301,6,0.103,-0.661,0.305
E01003004,1566,10.869,8,0.062,-1.199,0.013
E01003005,1612,7.542,9,0.05,-1.321,-0.91
E01003006,1478,7.813,9,0.064,-1.005,-0.54
E01003007,1568,4.72,10,0.05,-1.871,-0.208
E01003008,1435,3.164,10,0.021,-1.459,-0.548
E01003009,2152,9.258,8,0.081,-1.219,-0.727
E01003010,1459,4.323,10,0.024,-1.266,-0.227
E01003011,1837,6.829,9,0.05,-1.543,-0.384
E01003013,1671,12.271,7,0.029,0.064,0.039
E01003014,1656,26.261,4,0.141,0.012,1.184
E01003015,1700,26.682,3,0.192,0.132,-0.221
E01003016,2628,13.265,7,0.051,-0.187,-0.296
E01003017,1928,23.436,4,0.123,0.138,0.339
E01003018,2224,22.512,4,0.084,0.219,0.97
E01003019,1990,18.843,5,0.114,0.054,0.599
E01003020,1692,24.0,4,0.122,0.056,1.237
E01003021,1787,33.319,2,0.184,1.178,0.703
E01003022,1769,20.494,5,0.122,0.378,0.072
E01003023,2654,19.316,5,0.114,0.3,0.201
E01003024,1714,31.514,3,0.222,0.56,0.949
E01003025,2198,21.733,4,0.15,0.079,0.349
E01003026,1545,17.427,6,0.075,0.214,0.894
E01003027,1336,10.074,8,0.023,-0.758,0.483
E01003028,1581,19.787,5,0.12,0.458,0.176
E01003029,1800,19.197,5,0.116,0.443,0.27
E01003030,1924,16.656,6,0.061,-0.16,0.639
E01003031,1651,23.596,4,0.171,0.529,-0.229
