LSOA11CD,total_population,imd_score,imd_decile,income_score,health_score,crime_score
E01003032,1685,31.549,3,0.202,0.336,0.6
E01003033,1563,14.91,6,0.078,-0.365,0.234
E01003034,1793,18.498,5,0.135,-0.103,0.04
E01003035,1612,24.936,4,0.122,0.065,1.722
E01003036,1706,24.245,4,0.138,0.287,0.776
E01003037,1393,38.342,2,0.233,1.445,0.743
E01003038,1728,14.932,6,0.06,-0.333,0.661
E01003039,2306,10.643,8,0.041,-0.498,0.293
E01003040,1333,21.291,5,0.092,-0.033,0.66
E01003041,1563,34.66,2,0.192,0.621,1.753
E01003042,1129,26.014,4,0.155,0.644,0.471
E01003043,1678,23.727,4,0.157,0.081,0.671
E01003044,916,43.069,2,0.271,0.758,-0.131
E01003045,1997,38.842,2,0.282,0.491,0.73
E01003046,1747,33.936,2,0.24,0.176,-0.004
E01003047,1717,39.632,2,0.238,0.576,2.063
E01003048,1799,37.906,2,0.276,0.492,0.705
E01003049,1657,39.746,2,0.267,0.772,1.16
E01003050,1799,27.883,3,0.122,0.051,1.684
E01003051,1852,36.268,2,0.221,0.544,1.258
E01003052,1934,40.689,2,0.278,0.234,1.113
E01003053,1686,23.236,4,0.08,0.209,1.59
E01003054,1838,21.766,4,0.066,0.507,1.415
E01003055,1634,34.093,2,0.168,0.595,2.01
E01003056,1572,29.918,3,0.17,0.722,0.098
E01003057,1626,36.558,2,0.236,0.939,0.869
E01003058,1855,24.327,4,0.135,0.323,0.342
E01003059,1589,39.166,2,0.231,0.853,0.47
E01003060,1487,36.815,2,0.248,0.243,1.348
E01003061,1160,37.895,2,0.136,0.367,2.099
E01003062,1877,22.44,4,0.147,-0.129,0.681
E01003063,1452,37.714,2,0.246,0.722,0.691
E01003064,1509,12.812,7,0.059,-0.5,0.168
E01003065,1559,41.077,2,0.279,1.066,0.551
E01003066,1837,37.398,2,0.228,1.058,1.191
E01003067,1420,20.479,5,0.136,0.073,0.53
E01003068,1627,28.816,3,0.179,0.341,0.864
E01003069,1398,32.698,3,0.188,0.386,1.07
E01003070,1485,43.799,2,0.309,0.897,0.43
E01003071,2387,16.108,6,0.087,-0.237,0.339
E01003072,1887,16.47,6,0.099,-0.237,0.264
E01003073,1790,30.231,3,0.217,0.169,0.452
E01003074,2485,24.577,4,0.116,-0.443,1.591
E01003075,1630,42.602,2,0.292,0.796,0.547
E01003076,2219,18.536,5,0.132,-0.049,0.064
E01003077,1949,19.571,5,0.121,0.095,0.227
E01003078,1742,10.834,8,0.061,-0.645,0.185
E01003079,1789,30.785,3,0.167,0.521,0.953
E01003080,1808,18.517,5,0.107,-0.418,0.362
E01003081,1944,29.721,3,0.182,0.214,0.776
E01003082,1568,30.194,3,0.209,0.403,0.646
E01003083,1713,19.665,5,0.113,-0.025,0.258
E01003084,1706,19.315,5,0.096,-0.444,0.686
E01003085,1877,16.358,6,0.078,-0.561,0.515
E01003086,1822,31.39,3,0.231,0.382,0.09
E01003087,1716,42.482,2,0.297,1.341,-0.099
E01003088,1621,32.424,3,0.177,0.589,1.366
E01003089,1845,31.444,3,0.225,-0.098,0.598
E01003090,2244,25.416,4,0.114,0.514,0.638
E01003091,1608,23.431,4,0.17,-0.086,0.338
E01003092,1923,36.627,2,0.254,1.196,0.536
E01003093,2668,33.26,2,0.246,0.175,0.36
E01003094,1451,30.432,3,0.196,0.582,1.434
E01003095,1770,19.761,5,0.086,-0.087,1.289
E01003096,2312,25.455,4,0.096,0.703,0.949
E01003097,1709,32.154,3,0.2,0.894,0.331
E01003098,1578,23.401,4,0.144,0.041,0.712
E01003099,1794,26.601,3,0.159,-0.324,1.385
E01003100,2026,16.907,6,0.055,-0.118,0.514
E01003101,1525,28.222,3,0.187,0.449,0.492
E01003102,1769,25.93,4,0.131,0.071,0.893
E01003104,1617,24.638,4,0.118,-0.236,0.477
E01003105,1827,29.263,3,0.217,0.397,0.433
E01003106,2125,27.175,3,0.177,0.151,0.531
E01003107,1912,17.52,6,0.108,-0.334,0.094
E01003108,1568,33.192,3,0.215,0.424,0.562
E01003109,2727,27.59,3,0.144,0.333,0.361
E01003110,2073,17.446,6,0.099,-0.001,-0.075
E01003111,1703,35.303,2,0.254,0.663,-0.232
E01003112,1664,29.912,3,0.207,0.303,0.053
E01003113,2200,23.176,4,0.121,0.034,0.534
E01003114,2342,22.363,4,0.103,-0.337,0.863
E01003115,1727,20.481,5,0.121,-0.036,0.412
E01003116,1750,20.465,5,0.097,-0.03,0.29
E01003117,2126,22.2,4,0.118,-0.098,0.635
E01003118,1999,22.781,4,0.146,0.031,0.763
E01003119,2236,22.028,4,0.09,0.171,0.559
E01003120,2607,32.875,3,0.149,0.421,0.476
E01003121,1553,32.792,3,0.251,0.593,0.039
E01003122,2062,25.76,4,0.144,0.95,-0.602
E01003123,1618,19.16,5,0.104,-0.262,0.614
E01003124,1483,29.873,3,0.188,0.107,0.355
E01003125,1833,30.312,3,0.232,0.113,0.417
E01003126,1544,28.68,3,0.192,0.378,0.401
E01003127,1790,26.097,4,0.124,0.065,0.847
E01003128,1496,34.369,2,0.224,0.551,0.58
E01003129,1759,24.33,4,0.121,-0.053,0.339
E01003130,1956,17.362,6,0.104,-0.526,0.452
E01003131,1720,18.271,5,0.07,-0.692,1.011
E01003132,1693,32.169,3,0.219,0.798,0.176
E01003133,1666,24.483,4,0.147,0.302,0.765
E01003134,1669,19.56,5,0.122,0.055,0.408
E01003135,1793,31.583,3,0.174,0.793,0.506
E01003136,1693,23.279,4,0.111,-0.171,0.087
E01003137,1588,29.29,3,0.212,0.221,0.668
E01003138,1744,10.639,8,0.039,-0.678,0.149
E01003139,1754,13.474,7,0.079,-0.503,-0.098
E01003140,1550,16.888,6,0.13,-0.114,-0.307
E01003141,1823,24.037,4,0.142,-0.13,0.353
E01003142,1518,18.167,5,0.121,-0.237,-0.14
E01003143,1512,28.82,3,0.213,-0.051,0.16
E01003144,1588,17.38,6,0.078,-0.032,0.929
E01003145,1927,23.589,4,0.109,-0.001,0.585
E01003146,1684,25.101,4,0.179,0.166,0.109
E01003147,2212,20.607,5,0.149,-0.512,0.203
E01003148,2008,18.954,5,0.123,-0.206,0.017
E01003149,1954,15.204,6,0.094,-0.57,-0.756
E01003150,1933,26.483,4,0.186,0.252,0.414
E01003151,2064,33.077,3,0.254,0.561,0.201
E01003152,2091,13.041,7,0.067,-0.758,-0.093
E01003153,2264,14.764,6,0.075,-0.282,0.427
E01003154,1894,28.223,3,0.202,0.446,0.102
E01003155,2013,19.058,5,0.096,-0.513,0.865
E01003156,1661,18.606,5,0.109,0.482,-0.028
E01003157,1736,13.822,7,0.094,-0.451,0.386
E01003158,1795,7.631,9,0.037,-0.422,-0.402
E01003159,1228,36.226,2,0.236,0.699,0.756
E01003160,1784,29.257,3,0.192,-0.223,0.025
E01003161,1223,18.917,5,0.128,0.362,0.276
E01003162,2011,27.304,3,0.193,0.259,0.093
E01003163,1616,15.132,6,0.097,-0.376,0.608
E01003164,2151,28.097,3,0.152,0.07,0.914
E01003165,1596,22.312,4,0.155,-0.472,0.51
E01003166,2537,17.894,5,0.125,-0.678,0.206
E01003167,1771,14.506,6,0.065,-0.365,0.323
E01003168,1573,40.412,2,0.258,0.693,0.871
E01003169,2568,23.435,4,0.127,0.081,0.743
E01003170,1951,12.457,7,0.072,-0.52,0.641
E01003171,1762,25.368,4,0.138,0.3,0.462
E01003172,2004,30.645,3,0.233,0.353,0.071
E01003173,1671,15.409,6,0.074,-0.436,0.668
E01003174,1971,33.582,2,0.261,0.346,0.419
E01003175,1604,36.013,2,0.243,0.564,0.335
E01003176,2025,35.216,2,0.239,0.148,1.703
E01003177,1777,25.703,4,0.138,0.123,0.699
E01003178,1679,21.709,4,0.092,-0.103,0.768
E01003179,1706,30.956,3,0.251,0.067,0.008
E01003180,1759,22.411,4,0.145,0.104,0.518
E01003181,1509,37.286,2,0.254,0.639,1.081
E01003182,2036,26.612,3,0.164,0.04,0.537
E01003183,1823,28.803,3,0.187,0.413,0.227
E01003184,1174,33.439,2,0.252,0.362,0.443
E01003185,1734,27.075,3,0.177,0.712,0.622
E01003186,2577,19.78,5,0.109,-0.346,0.725
E01003187,1391,35.754,2,0.26,0.48,0.596
E01003188,1339,38.438,2,0.239,0.531,1.281
E01003189,1697,43.296,2,0.266,0.708,0.578
E01003190,2318,34.703,2,0.232,0.503,0.899
E01003191,1663,34.906,2,0.221,0.326,0.232
E01003192,1695,48.716,1,0.284,0.809,0.902
E01003193,1704,31.206,3,0.16,0.193,1.16
E01003194,1853,34.535,2,0.232,0.281,0.518
E01003195,1585,20.602,5,0.131,-0.147,0.002
E01003196,1747,42.358,2,0.23,0.801,1.16
E01003197,1700,43.555,2,0.29,0.415,0.605
E01003198,1542,18.605,5,0.138,-0.178,-0.045
E01003199,1828,13.477,7,0.084,-0.624,0.41
E01003200,1662,11.58,7,0.043,-0.827,0.654
E01003201,1612,28.226,3,0.163,-0.255,0.901
E01003202,1627,9.192,8,0.04,-0.948,0.138
E01003203,1932,24.646,4,0.183,0.119,0.118
E01003204,1350,20.796,5,0.126,0.131,0.504
E01003205,1464,36.269,2,0.241,0.478,0.505
E01003206,1704,14.285,6,0.086,-0.694,-0.412
E01003207,1684,36.749,2,0.233,0.35,0.927
E01003209,2074,25.793,4,0.145,0.168,0.269
E01003210,1890,22.25,4,0.105,-0.229,0.692
E01003211,1602,23.374,4,0.131,-0.033,0.555
E01003212,2203,22.918,4,0.13,0.019,0.688
E01003213,1880,20.821,5,0.121,0.019,0.885
E01003214,1884,26.267,4,0.15,0.086,0.635
E01003215,2047,24.827,4,0.104,-0.073,1.009
E01003216,1874,22.725,4,0.13,0.102,0.231
E01003217,1638,20.989,5,0.131,-0.16,0.117
E01003218,1601,15.773,6,0.111,-0.074,-0.217
E01003219,1728,18.336,5,0.122,-0.526,-0.369
E01003220,1736,25.046,4,0.153,0.339,0.184
E01003221,2037,31.619,3,0.173,0.171,0.532
E01003222,1688,22.103,4,0.128,-0.055,0.045
E01003223,1752,16.79,6,0.091,-0.526,0.514
E01003224,1765,22.095,4,0.148,-0.394,-0.368
E01003225,1641,9.432,8,0.061,-0.595,-0.577
E01003226,1825,16.774,6,0.091,-0.227,0.077
E01003227,1676,14.713,6,0.092,-0.373,-0.11
E01003228,1570,18.146,5,0.091,0.052,0.182
E01003229,1655,32.515,3,0.24,0.273,0.056
E01003230,2008,21.999,4,0.156,-0.198,-0.081
E01003231,1628,23.637,4,0.127,0.301,0.246
E01003232,1841,12.297,7,0.078,-0.398,-0.051
E01003233,1785,16.337,6,0.1,-0.468,-0.285
E01003235,1327,28.429,3,0.186,0.166,0.555
E01003236,1616,36.793,2,0.221,0.258,0.417
E01003237,1656,30.552,3,0.198,-0.135,0.479
E01003238,1450,36.619,2,0.24,0.465,0.51
E01003239,1542,34.432,2,0.241,0.205,0.183
E01003240,1990,32.442,3,0.205,0.149,0.807
E01003241,1718,33.099,3,0.196,0.294,0.752
E01003243,1490,37.508,2,0.22,0.363,0.729
E01003244,1647,29.181,3,0.244,0.018,0.002
E01003245,1869,35.294,2,0.267,0.258,0.245
E01003246,1677,40.956,2,0.302,0.415,0.729
E01003247,2097,18.036,5,0.099,-0.177,-0.047
E01003248,1722,30.754,3,0.226,0.034,0.762
E01003249,2053,24.548,4,0.185,0.485,-0.482
E01003250,2216,30.08,3,0.195,0.305,0.256
E01003251,2258,28.185,3,0.191,0.159,0.393
E01003252,1478,39.521,2,0.317,0.342,0.545
E01003253,1512,35.924,2,0.22,0.203,1.166
E01003254,1502,12.229,7,0.059,-0.682,0.353
E01003255,2089,17.513,6,0.106,-0.573,0.301
E01003256,2396,30.358,3,0.174,0.393,0.85
E01003257,1799,21.897,4,0.138,0.167,0.077
E01003258,1603,31.215,3,0.236,0.322,0.063
E01003259,1816,21.089,5,0.142,-0.122,0.595
E01003260,1847,14.438,6,0.093,-0.682,-0.246
E01003261,1492,15.644,6,0.096,-0.655,0.041
E01003262,1434,19.131,5,0.109,-0.145,0.228
E01003263,1729,28.062,3,0.192,0.282,0.553
E01003264,1451,26.433,4,0.174,0.421,0.02
E01003265,1576,29.476,3,0.206,0.028,0.23
E01003266,1762,39.337,2,0.24,0.621,-0.034
E01003267,1543,35.121,2,0.214,0.335,0.423
E01003268,1895,22.889,4,0.143,-0.135,0.257
E01003269,1606,27.67,3,0.165,0.111,0.141
E01003270,1785,11.532,7,0.065,-0.784,-0.306
E01003271,1699,8.783,8,0.048,-0.885,-0.198
E01003272,1975,18.848,5,0.107,-0.269,0.091
E01003273,2097,17.073,6,0.103,-0.505,0.06
E01003274,1707,17.032,6,0.12,-0.198,0.16
E01003275,1730,30.622,3,0.228,0.41,-0.329
E01003276,1897,20.711,5,0.129,-0.226,0.597
E01003277,1796,22.253,4,0.135,0.197,0.376
E01003278,1953,26.151,4,0.173,0.345,0.637
E01003279,1620,16.265,6,0.093,-0.097,0.076
E01003280,1789,26.957,3,0.182,0.349,-0.164
E01003281,1634,17.245,6,0.082,-0.052,0.559
E01003282,2645,23.443,4,0.134,0.126,0.425
E01003283,2343,11.31,7,0.052,-0.867,0.02
E01003284,1984,19.337,5,0.111,-0.313,0.212
E01003285,1837,13.687,7,0.084,-0.8,0.416
E01003286,1765,30.194,3,0.214,0.528,0.464
E01003287,2101,12.552,7,0.072,-0.654,-0.032
E01003288,2007,30.802,3,0.206,0.426,0.532
E01003290,1672,45.854,1,0.272,1.515,0.728
E01003291,1469,44.99,1,0.285,1.055,0.633
E01003292,1584,20.574,5,0.111,0.144,0.73
E01003293,1552,28.053,3,0.152,0.143,0.689
E01003295,1705,29.292,3,0.179,0.312,0.01
E01003296,3703,28.631,3,0.12,-0.128,1.053
E01003297,1643,29.363,3,0.122,0.884,0.357
E01003298,1267,32.141,3,0.222,0.135,0.322
E01003299,1700,32.981,3,0.185,0.312,1.03
E01003300,1407,33.853,2,0.25,0.426,0.209
E01003301,2213,25.746,4,0.131,0.002,0.786
E01003302,1542,31.65,3,0.209,0.196,0.87
E01003303,1468,40.126,2,0.252,0.506,1.718
E01003304,2139,35.961,2,0.203,0.03,1.216
E01003305,1765,43.327,2,0.271,0.849,0.988
E01003307,1541,19.336,5,0.126,-0.319,0.048
E01003308,1984,23.433,4,0.149,-0.128,0.335
E01003309,1560,32.138,3,0.247,0.129,0.823
E01003310,1692,29.569,3,0.185,0.203,0.822
E01003311,1636,17.357,6,0.094,-0.501,0.278
E01003312,1791,17.586,6,0.099,-0.213,0.112
E01003313,1551,35.351,2,0.24,0.169,0.976
E01003314,1727,17.09,6,0.102,-0.295,0.168
E01003315,1362,27.35,3,0.168,0.63,0.575
E01003316,1539,17.224,6,0.111,-0.156,0.284
E01003317,1959,28.027,3,0.133,-0.046,0.783
E01003318,1748,47.114,1,0.226,0.784,1.239
E01003319,1896,31.239,3,0.191,0.007,0.739
E01003320,1388,35.069,2,0.237,0.635,0.67
E01003321,2038,32.198,3,0.183,0.459,0.502
E01003322,1560,24.37,4,0.14,0.322,-0.326
E01003323,1456,34.133,2,0.191,0.497,0.536
E01003324,1566,37.075,2,0.205,0.38,1.235
E01003325,1879,36.329,2,0.193,0.477,0.822
E01003326,1581,28.866,3,0.2,0.612,0.26
E01003327,1955,16.422,6,0.084,-0.42,0.218
E01003328,1844,26.287,4,0.164,0.131,0.344
E01003329,1747,19.169,5,0.111,-0.137,0.493
E01003330,1649,34.114,2,0.229,-0.122,0.562
E01003331,1532,26.871,3,0.183,0.401,0.421
E01003332,1628,27.507,3,0.17,0.557,0.594
E01003333,1594,24.816,4,0.131,-0.054,0.319
E01003334,1858,28.809,3,0.176,0.29,0.604
E01003335,1470,33.691,2,0.246,0.364,0.707
E01003336,1523,34.034,2,0.276,0.38,0.021
E01003337,1678,33.273,2,0.238,0.221,-0.209
E01003338,2000,34.64,2,0.216,0.243,1.237
E01003339,1806,26.452,4,0.156,0.035,0.817
E01003340,1903,18.948,5,0.095,-0.496,0.546
E01003341,1550,20.72,5,0.104,-0.107,0.313
E01003342,1723,19.498,5,0.104,0.275,-0.337
E01003343,1500,21.817,4,0.143,-0.285,0.121
E01003344,1843,19.594,5,0.136,-0.264,-0.12
E01003345,2057,16.681,6,0.119,-0.095,-0.297
E01003346,1691,34.426,2,0.215,-0.135,1.007
E01003347,1825,44.725,1,0.334,0.647,0.283
E01003348,1660,25.742,4,0.156,-0.09,0.727
E01003349,1609,33.222,3,0.207,0.523,-0.331
E01003350,1299,33.849,2,0.215,0.304,0.431
E01003351,1505,37.163,2,0.228,0.596,0.289
E01003352,2331,30.959,3,0.214,0.006,0.691
E01003353,1811,21.578,4,0.131,-0.12,0.432
E01003354,1862,22.059,4,0.13,-0.207,0.054
E01003355,1600,8.667,8,0.045,-0.656,-0.317
E01003356,1826,5.985,9,0.047,-1.309,-0.842
E01003357,1781,27.022,3,0.226,0.387,-0.071
E01003358,1916,5.46,10,0.034,-0.991,-0.316
E01003359,1819,16.015,6,0.128,-0.131,-0.016
E01003360,1828,7.498,9,0.038,-0.82,0.113
E01003361,1663,9.475,8,0.086,-0.732,-0.722
E01003362,1364,8.165,9,0.061,-0.742,-0.49
E01003363,1589,5.943,9,0.04,-1.241,-0.047
E01003364,1768,6.669,9,0.052,-0.883,-1.146
E01003365,1393,6.803,9,0.065,-1.193,-0.349
E01003366,1593,18.396,5,0.105,-0.028,0.235
E01003367,2391,14.43,6,0.068,-0.661,0.359
E01003368,1619,16.576,6,0.105,-0.404,0.222
E01003369,1687,12.297,7,0.069,-0.21,-0.443
E01003370,2045,13.142,7,0.082,-0.19,0.086
E01003371,1588,12.515,7,0.079,-0.333,0.176
E01003372,1580,26.568,4,0.173,0.172,0.625
E01003373,1505,33.12,3,0.245,0.495,-0.01
E01003374,1665,31.166,3,0.219,0.267,0.466
E01003375,1724,19.139,5,0.12,-0.205,0.331
E01003376,1590,25.138,4,0.183,0.279,0.094
E01003377,1652,31.291,3,0.242,0.253,-0.122
E01003378,2131,18.396,5,0.131,-0.102,0.073
E01003379,1968,31.137,3,0.221,0.473,0.505
E01003380,1693,5.789,10,0.034,-1.002,-0.564
E01003381,1469,7.91,9,0.038,-0.659,-0.904
E01003382,1603,7.547,9,0.051,-1.0,-0.58
E01003383,1602,6.668,9,0.029,-1.11,0.203
E01003384,1500,8.033,9,0.046,-0.626,0.116
E01003385,1645,3.811,10,0.024,-1.619,-1.015
E01003386,2249,15.919,6,0.102,-0.875,0.367
E01003387,1965,30.21,3,0.185,-0.143,0.814
E01003388,1551,25.835,4,0.188,0.003,1.163
E01003389,1680,22.957,4,0.116,0.261,0.968
E01003390,1704,33.578,2,0.254,0.286,0.621
E01003391,1338,38.478,2,0.276,0.187,0.15
E01003392,1322,17.066,6,0.098,-0.589,1.077
E01003393,1609,14.033,7,0.075,-0.078,-0.117
E01003394,1947,16.083,6,0.114,-0.329,0.242
E01003395,1534,11.9,7,0.084,-1.027,0.468
E01003396,1635,12.299,7,0.082,-1.014,0.168
E01003397,1562,14.111,7,0.105,-0.765,-0.051
E01003398,1806,15.226,6,0.093,-0.484,0.361
E01003399,1366,9.054,8,0.047,-0.407,-1.038
E01003400,1486,6.798,9,0.029,-1.161,0.334
E01003401,1381,4.061,10,0.038,-1.108,-0.762
E01003402,1614,4.692,10,0.028,-1.829,-1.059
E01003403,1524,5.764,10,0.035,-1.295,-1.02
E01003404,1744,8.846,8,0.06,-0.67,-0.838
E01003405,2146,25.671,4,0.197,-0.218,0.651
E01003406,1623,22.95,4,0.175,-0.049,0.09
E01003407,1882,11.858,7,0.096,-0.716,-0.304
E01003408,1946,11.874,7,0.079,-0.372,0.076
E01003409,1775,24.464,4,0.17,-0.054,0.199
E01003410,1610,21.572,4,0.175,-0.13,-0.479
E01003411,1860,16.046,6,0.103,-0.421,0.245
E01003412,1686,22.716,4,0.149,-0.114,0.637
E01003413,2026,15.38,6,0.092,-0.549,0.273
E01003414,1649,13.702,7,0.091,-0.898,0.446
E01003415,1975,19.747,5,0.143,0.234,0.028
E01003416,1530,14.135,7,0.095,-0.454,0.318
E01003417,1568,9.198,8,0.05,-0.901,0.12
E01003418,1418,6.707,9,0.034,-0.884,-0.413
E01003419,1799,11.324,7,0.062,-0.661,-0.401
E01003420,1326,9.184,8,0.06,-0.721,-0.251
E01003421,1645,9.848,8,0.084,-0.604,-0.338
E01003422,1380,9.163,8,0.059,-0.524,0.039
E01003423,1630,5.847,10,0.041,-1.79,-1.078
E01003424,1512,3.788,10,0.025,-1.554,-0.617
E01003425,1455,4.046,10,0.029,-1.347,-0.478
E01003426,1716,10.223,8,0.062,-1.274,0.735
E01003427,1887,14.092,7,0.106,-0.786,-0.163
E01003428,1510,9.369,8,0.063,-0.709,-0.757
E01003429,1451,14.234,7,0.117,-1.09,-0.338
E01003430,1537,30.873,3,0.228,-0.189,0.35
E01003431,1628,29.36,3,0.201,-0.007,0.398
E01003432,1455,40.359,2,0.299,0.464,0.784
E01003433,1564,17.62,6,0.129,-0.497,0.562
E01003434,1572,13.002,7,0.092,-0.987,-0.038
E01003435,1832,17.599,6,0.134,-0.974,0.517
E01003436,1575,25.62,4,0.165,-0.073,0.387
E01003437,1887,16.002,6,0.104,-0.414,0.338
E01003438,1736,26.908,3,0.182,-0.07,0.275
E01003439,1464,27.369,3,0.157,-0.031,0.857
E01003440,1607,23.077,4,0.186,-0.357,0.162
E01003441,1819,22.89,4,0.161,0.194,0.129
E01003442,1585,5.222,10,0.031,-1.431,-1.118
E01003443,1612,4.549,10,0.031,-1.418,-0.244
E01003444,1657,5.39,10,0.033,-1.664,-0.346
E01003445,1712,9.449,8,0.065,-0.991,0.168
E01003446,1791,10.115,8,0.079,-0.744,-0.419
E01003447,1605,24.427,4,0.158,0.43,0.033
E01003448,2030,24.584,4,0.144,-0.055,0.111
E01003449,1780,18.476,5,0.136,-0.177,0.228
E01003450,1630,28.091,3,0.182,0.023,0.345
E01003451,1627,12.612,7,0.07,-0.715,0.388
E01003452,2021,27.017,3,0.194,-0.115,-0.106
E01003453,1768,24.369,4,0.155,-0.308,0.662
E01003454,1408,5.551,10,0.054,-0.957,-0.748
E01003455,1654,10.995,8,0.08,-0.335,-0.093
E01003456,1685,12.785,7,0.072,-0.659,0.063
E01003457,1612,5.546,10,0.026,-0.885,-0.448
E01003458,1618,6.013,9,0.041,-0.956,-0.408
E01003459,2203,16.068,6,0.149,0.05,-0.195
E01003460,1497,9.005,8,0.072,-1.396,0.198
E01003461,1374,3.716,10,0.026,-1.82,-0.441
E01003462,1408,6.885,9,0.049,-1.377,-0.873
E01003463,1322,4.307,10,0.019,-1.835,-0.916
E01003464,1396,6.098,9,0.026,-0.764,-0.537
E01003465,1191,4.686,10,0.014,-1.889,0.059
E01003466,1707,4.599,10,0.042,-1.342,-0.656
E01003467,1704,7.121,9,0.055,-1.106,-0.63
E01003468,1706,4.513,10,0.032,-1.53,-0.57
E01003469,1612,16.013,6,0.122,-0.824,-0.06
E01003470,1818,9.521,8,0.08,-1.319,-0.219
E01003471,1655,8.051,9,0.064,-0.917,-0.172
E01003472,1321,3.806,10,0.018,-1.232,-0.735
E01003473,1262,5.269,10,0.037,-1.107,-0.299
E01003474,1273,4.548,10,0.017,-1.487,-0.177
E01003475,2723,17.36,6,0.124,-0.922,0.231
E01003476,1375,11.723,7,0.093,-0.511,-0.151
E01003477,1532,8.595,9,0.058,-0.551,-0.132
E01003478,1596,6.496,9,0.042,-0.968,-0.612
E01003479,1577,30.088,3,0.156,-0.493,0.946
E01003480,2296,24.019,4,0.129,-0.337,0.104
E01003481,1558,28.627,3,0.157,0.321,-0.316
E01003482,3092,27.209,3,0.109,-0.06,0.489
E01003483,1596,37.192,2,0.237,0.219,0.669
E01003484,1717,22.723,4,0.151,-0.158,0.067
E01003485,1639,24.091,4,0.129,-0.102,0.706
E01003486,1262,47.765,1,0.294,0.641,1.199
E01003487,1340,43.594,2,0.298,0.653,0.101
E01003488,1987,40.69,2,0.268,0.347,0.646
E01003489,1824,34.363,2,0.236,0.009,0.577
E01003490,1945,31.017,3,0.212,-0.068,0.29
E01003491,2209,29.506,3,0.186,-0.43,0.547
E01003492,2199,24.941,4,0.114,-0.144,0.336
E01003493,2445,27.328,3,0.157,-0.345,0.411
E01003494,2390,21.333,5,0.113,-0.751,0.105
E01003495,2202,17.983,5,0.103,-0.603,-0.269
E01003496,1424,28.548,3,0.185,-0.053,0.365
E01003497,1717,33.279,2,0.198,0.264,0.708
E01003498,1855,33.218,3,0.193,0.253,0.892
E01003499,2601,40.608,2,0.247,0.485,0.991
E01003500,2202,34.325,2,0.183,0.41,0.625
E01003501,2355,36.283,2,0.215,0.076,0.925
E01003502,2042,36.469,2,0.23,0.009,1.062
E01003503,2246,39.386,2,0.226,0.368,1.232
E01003506,1318,45.294,1,0.289,0.898,0.888
E01003507,2518,33.98,2,0.159,0.368,0.819
E01003508,1896,36.928,2,0.187,0.361,1.409
E01003509,2108,35.443,2,0.197,0.287,0.688
E01003511,1613,35.284,2,0.198,0.641,0.916
E01003512,1951,35.298,2,0.201,0.348,0.948
E01003513,1707,22.174,4,0.111,-0.362,0.412
E01003514,1604,36.673,2,0.198,0.59,0.314
E01003515,1925,47.7,1,0.284,0.833,1.678
E01003516,1909,39.917,2,0.25,0.48,0.323
E01003517,1757,46.731,1,0.284,1.202,1.269
E01003518,1671,22.636,4,0.118,-0.334,0.004
E01003519,1618,29.409,3,0.163,0.146,0.158
E01003520,2173,26.667,3,0.147,-0.562,1.075
E01003521,2537,28.488,3,0.1,-0.505,1.053
E01003522,1941,31.365,3,0.183,0.021,0.387
E01003523,2073,31.507,3,0.183,0.12,0.532
E01003524,2258,28.552,3,0.147,-0.655,0.094
E01003525,2167,30.664,3,0.149,-0.815,1.282
E01003526,1951,30.073,3,0.168,0.073,0.329
E01003527,2138,19.947,5,0.092,-0.568,0.211
E01003528,1481,30.372,3,0.212,-0.293,-0.142
E01003529,2461,23.37,4,0.149,-0.669,-0.149
E01003530,1842,21.945,4,0.142,-0.558,-0.099
E01003531,2166,29.192,3,0.183,-0.307,0.808
E01003532,2084,25.259,4,0.152,-0.555,0.546
E01003533,2180,27.567,3,0.158,-0.221,0.354
E01003534,2412,25.169,4,0.146,-0.558,-0.078
E01003535,1807,42.56,2,0.259,0.453,0.473
E01003536,1911,29.531,3,0.178,-0.151,0.525
E01003537,2219,25.312,4,0.144,-0.01,0.16
E01003538,2184,32.047,3,0.189,0.058,0.539
E01003539,2375,27.345,3,0.166,-0.123,0.486
E01003540,2034,38.68,2,0.218,0.445,0.551
E01003541,2062,27.163,3,0.155,-0.367,0.444
E01003542,2060,32.819,3,0.21,0.183,0.367
E01003543,2665,23.221,4,0.142,-0.118,0.1
E01003544,1875,28.703,3,0.134,0.07,0.744
E01003545,1783,27.152,3,0.149,0.127,0.483
E01003546,1902,33.531,2,0.202,0.306,0.875
E01003547,1965,18.936,5,0.102,-0.528,-0.033
E01003548,2338,22.286,4,0.12,-0.498,0.346
E01003549,2175,25.608,4,0.145,-0.078,0.311
E01003550,1860,26.959,3,0.169,-0.292,-0.094
E01003551,1915,34.983,2,0.173,0.881,0.688
E01003552,1736,29.808,3,0.175,-0.134,0.301
E01003553,1901,35.838,2,0.231,0.498,0.772
E01003554,1933,21.902,4,0.108,-0.083,0.528
E01003555,1906,25.848,4,0.13,-0.111,0.87
E01003556,2080,42.29,2,0.255,0.229,1.549
E01003557,2086,36.797,2,0.203,0.313,1.101
E01003558,1617,38.255,2,0.217,0.228,1.285
E01003559,2609,20.714,5,0.104,-0.109,0.299
E01003560,1863,28.024,3,0.177,-0.378,-0.085
E01003561,1953,23.743,4,0.141,-0.54,0.23
E01003562,2261,25.879,4,0.144,-0.536,0.16
E01003563,2162,27.104,3,0.165,-0.538,-0.002
